date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:01	2481/2481	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a0b6f0b9d0fb80916f1079ccc4e11cea%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644baf026ccf194b4cfb8fda_x-ray.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644baf026ccf194b4cfb8fda_x-ray.svg	(from https://www.zen.dentist/general-dentistry)
19:47:02	1924/1924	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269d89e93106a04df43c984817594dcb8%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bafaa35711f64602fdf62_laser-beam.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bafaa35711f64602fdf62_laser-beam.svg	(from https://www.zen.dentist/general-dentistry)
19:47:02	48936/48936	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:17:02%20GMT	https://www.zen.dentist/oral-surgery	D:/Template/Dentist/Dentist/www.zen.dentist/oral-surgery.html	(from https://www.zen.dentist/general-dentistry)
19:47:02	1507/1507	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c9a32f222e25f4294d064f736bdb43ff%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb028cff00c27a5c77b9b_scan.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb028cff00c27a5c77b9b_scan.svg	(from https://www.zen.dentist/general-dentistry)
19:47:02	111420/111420	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:17:02%20GMT	https://www.zen.dentist/comprehensive-cleaning-services-in-sf-and-mv	D:/Template/Dentist/Dentist/www.zen.dentist/comprehensive-cleaning-services-in-sf-and-mv.html	(from https://www.zen.dentist/general-dentistry)
19:47:03	28311/28311	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:17:02%20GMT	https://www.zen.dentist/how-to-naturally-make-your-teeth-stronger	D:/Template/Dentist/Dentist/www.zen.dentist/how-to-naturally-make-your-teeth-stronger.html	(from https://www.zen.dentist/general-dentistry)
19:47:03	32878/32878	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:17:03%20GMT	https://www.zen.dentist/teeth-anatomy-why-is-it-good-to-know	D:/Template/Dentist/Dentist/www.zen.dentist/teeth-anatomy-why-is-it-good-to-know.html	(from https://www.zen.dentist/general-dentistry)
19:47:03	12210/12210	---M--	200	added ('OK')	image/png	etag:%2299a9abcc94797c0cc32c80daf106516f%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6421a5e60328a61e2b5d7228_60e4a233ef2c638548d2a4e1_icon-6-service-dentist-template%201.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6421a5e60328a61e2b5d7228_60e4a233ef2c638548d2a4e1_icon-6-service-dentist-template%201.png	(from https://www.zen.dentist/general-dentistry)
19:47:03	9423/9423	---M--	200	added ('OK')	image/png	etag:%22c23633d1c6bedd96f87b362c34d911e4%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6421a5e600f7ae9d8bea5f7f_Group%20251.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6421a5e600f7ae9d8bea5f7f_Group%20251.png	(from https://www.zen.dentist/general-dentistry)
19:47:03	7073/7073	---M--	200	added ('OK')	image/png	etag:%2232ec6841b411a01a4c22210776396839%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6421a5e6aec713a93197ae0e_60e4a233ef2c63aba2d2a4dc_icon-1-service-dentist-template%201.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6421a5e6aec713a93197ae0e_60e4a233ef2c63aba2d2a4dc_icon-1-service-dentist-template%201.png	(from https://www.zen.dentist/general-dentistry)
19:47:04	28734/28734	---M--	200	added ('OK')	image/webp	etag:%22b19ae8d7d35753a1954f441a595c1d8b%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6618201f35b4bd1f110fd141_young-woman-does-home-teeth-whitening-procedure-whitening-tray-with-gel%20(2).webp	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6618201f35b4bd1f110fd141_young-woman-does-home-teeth-whitening-procedure-whitening-tray-with-gel%20(2).webp	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:04	7658/7658	---M--	200	added ('OK')	image/png	etag:%228d9dd3fc1b33d400e2a6aae3cbd3cce6%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6618229b32348e3c90794c4d_asdasd.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6618229b32348e3c90794c4d_asdasd.png	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:04	11897/11897	---M--	200	added ('OK')	image/png	etag:%22f013df3dbf6697e2cddbc5a4da5a6aad%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6618211a0bd618374300f7c0_icon-invisalign%201.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6618211a0bd618374300f7c0_icon-invisalign%201.png	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:04	20388/20388	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2295b8cb4fd3438e5deefd6ef81c09a992%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6618214cceb29ad54b8ad460_Group%2070.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6618214cceb29ad54b8ad460_Group%2070.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:05	14242/14242	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a6330fda8f6c9ceb24a9cabacc169a61%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6618214dae6895cc12e26d37_Group%2071.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6618214dae6895cc12e26d37_Group%2071.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:05	9094/9094	---M--	200	added ('OK')	image/png	etag:%22d15808127072ebd3410694c4f0d8a8c6%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661821e55e3d2b4f46da1c11_badge-invisalign-gold-plus-provider-02%203.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661821e55e3d2b4f46da1c11_badge-invisalign-gold-plus-provider-02%203.png	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:05	1780/1780	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226969bcd5da07971c538447f4b23be2c9%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d0662b5539384bdf0ff_apple%201.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d0662b5539384bdf0ff_apple%201.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:05	5297/5297	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22165380bb2606babd92e7301fd1e7944c%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d069e5ee373baa7747c_teeth%201.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d069e5ee373baa7747c_teeth%201.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:05	10999/10999	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2277f6f1ebe057bbe4d04c36eda75c39ad%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d05111f54510dac4921_orthodontic%201.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d05111f54510dac4921_orthodontic%201.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:06	1462/1462	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d05c9305120947df316c97318935fe73%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/66182e985b04926a720e368e_unlocked.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/66182e985b04926a720e368e_unlocked.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:06	2901/2901	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d5b3a97a1e4b6eb817070aa9a1503bef%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d064e75868c99329a9a_face-recognition%201.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d064e75868c99329a9a_face-recognition%201.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:06	5208/5208	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e15e932baef3466b15b7ef0abdeba9a9%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d05ce8f55a9a7976359_lightning%201.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d05ce8f55a9a7976359_lightning%201.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:06	10094/10094	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a651cac55afceff0cae593b577621d5a%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d059e5ee373baa77421_straightens-teeth%201.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/66182d059e5ee373baa77421_straightens-teeth%201.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:07	32142/32142	---M--	200	added ('OK')	image/webp	etag:%2284b9024cfe55811473bebe1dead0dd8f%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6618346561a0aa5a0dc82e22_Group%2054.webp	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6618346561a0aa5a0dc82e22_Group%2054.webp	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:07	152519/152519	---M--	200	added ('OK')	image/png	etag:%22908d743780cf686c67ab2ae03f6af2f7%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/66183821ac02808095995bac_628bc02cd6a36a5a0fa443aa_CleanShot%202022-05-23%20at%2010.09%201.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/66183821ac02808095995bac_628bc02cd6a36a5a0fa443aa_CleanShot%202022-05-23%20at%2010.09%201.png	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:07	122716/122716	---M--	200	added ('OK')	image/png	etag:%22578493865b2179ddcef4c06935ddb042%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661838ffe230c5bbeaf4e5d3_SASASAA.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661838ffe230c5bbeaf4e5d3_SASASAA.png	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:07	367/367	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228ae1c6936f42b9a6579b7aa46422695d%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661836d07d6660975631bbf5_arrow-left-line.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661836d07d6660975631bbf5_arrow-left-line.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:08	404/404	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a1f0335b3ecb78e0cec3262b0dc50716%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661836a43d7e0ad97ee66b3c_arrow-left-line.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661836a43d7e0ad97ee66b3c_arrow-left-line.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:08	228577/228577	---M--	200	added ('OK')	image/jpeg	etag:%2246832089274e9d9223861cc4c05fea38%22	https://cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df1282e54896982f07d3e_1.jpg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df1282e54896982f07d3e_1.jpg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:08	223244/223244	---M--	200	added ('OK')	image/jpeg	etag:%2247ae976c089247c0bac1ed79b1527a62%22	https://cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df12d08248515ed913d20_2.jpg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df12d08248515ed913d20_2.jpg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:08	69313/69313	---M--	200	added ('OK')	image/jpeg	etag:%22ad8f51ffca67165476650596e6412530%22	https://cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df13e6671aae54771730e_3.jpg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df13e6671aae54771730e_3.jpg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:08	203088/203088	---M--	200	added ('OK')	image/jpeg	etag:%225e07a9cfe546ff730009a75d52fa2e87%22	https://cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df141f1be88feb86d3f81_4.jpg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df141f1be88feb86d3f81_4.jpg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:09	86660/86660	---M--	200	added ('OK')	image/jpeg	etag:%22e14f5d786f8f38e55eeb978241c0fcb4%22	https://cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df15345898422e6ff42ef_5.jpg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df15345898422e6ff42ef_5.jpg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:09	186571/186571	---M--	200	added ('OK')	image/jpeg	etag:%223990cd46f1dec9c23093d3a96487f1d5%22	https://cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df157cc9f7af64301a208_6.jpg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8148626c4406d/630df157cc9f7af64301a208_6.jpg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:09	2116/2116	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225d7e7d3a2060a2ab77ebe16409972a60%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661d0081e9631769e9e8f61e_dental-care%201.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661d0081e9631769e9e8f61e_dental-care%201.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:10	9995/9995	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221b1fe78049c9ea58608faa852c01ccb1%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661d019311890e81875242ff_money-saving%201.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661d019311890e81875242ff_money-saving%201.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:10	2849/2849	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2221d97c74267a8526b5b64ff1c37d054d%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661d01502e3ce8b189143485_asdasdasd.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661d01502e3ce8b189143485_asdasdasd.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2008%20Aug%202024%2014:17:10%20GMT	https://apps.elfsight.com/p/platform.js	D:/Template/Dentist/Dentist/apps.elfsight.com/p/platform.7e.delayed	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:10	49195/49195	---MCZ	200	added ('OK')	application/javascript	etag:W/%229cb6cdfa853ae05f7abcff41c1cfd0af%22	https://static.elfsight.com/platform/platform.js	D:/Template/Dentist/Dentist/static.elfsight.com/platform/platform.js	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:10	35112/35112	---M--	200	added ('OK')	image/png	etag:%222bec46170db84fd2c65d338e7013b597%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661d03fcefe34374c608ae9e_Group%2063.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661d03fcefe34374c608ae9e_Group%2063.png	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:11	15781/15781	---M--	200	added ('OK')	image/png	etag:%22dc6e269b2d47bfc0943cbe88e3abded2%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/661d0548861a565bd7deaa0e_43.png	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/661d0548861a565bd7deaa0e_43.png	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:11	5534/5534	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22de114e068b8e1964207b37f089a77721%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb9021be5d5c6a36c54a9_dentist.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb9021be5d5c6a36c54a9_dentist.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:11	6810/6810	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f3e1729c66d3a3313b43f776102fcba3%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb58b1be5d5b2c66c1909_task.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb58b1be5d5b2c66c1909_task.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:12	8550/8550	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265b835991aa68cfe4837eb6c0d69efe0%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bbb0a12ed4bde21080bd5_straightens-teeth.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bbb0a12ed4bde21080bd5_straightens-teeth.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:12	823/823	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265d822af58a7558b4479c41d9ad742c4%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bbb38be660b0ef857ad1c_dentist%20(1).svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bbb38be660b0ef857ad1c_dentist%20(1).svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:13	2394/2394	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235b379cb6df60810dd71c53e56e9102a%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb7dc49862534abecd208_teeth.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb7dc49862534abecd208_teeth.svg	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:13	34296/34296	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:17:13%20GMT	https://www.zen.dentist/do-i-need-a-smile-makeover	D:/Template/Dentist/Dentist/www.zen.dentist/do-i-need-a-smile-makeover.html	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:13	31732/31732	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:17:13%20GMT	https://www.zen.dentist/dentist-near-me/the-role-of-cosmetic-dentistry-in-los-altos-palo-alto-enhancing-smiles-and-confidence	D:/Template/Dentist/Dentist/www.zen.dentist/dentist-near-me/the-role-of-cosmetic-dentistry-in-los-altos-palo-alto-enhancing-smiles-and-confidence.html	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:14	63533/63533	---M-Z	200	added ('OK')	application/javascript	etag:%2261541e28-61ec%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.8.0/gsap.min.js	D:/Template/Dentist/Dentist/cdnjs.cloudflare.com/ajax/libs/gsap/3.8.0/gsap.min.js	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:14	24172/24172	---M-Z	200	added ('OK')	application/javascript	etag:%2261541e28-291e%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.8.0/ScrollTrigger.min.js	D:/Template/Dentist/Dentist/cdnjs.cloudflare.com/ajax/libs/gsap/3.8.0/ScrollTrigger.min.js	(from https://www.zen.dentist/invisalign-in-san-francisco-and-mountain-view)
19:47:15	1140/1140	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224d267df5e5dea57eb429f8c325cdde5%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb74e95dc92482b7dfca0_home.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb74e95dc92482b7dfca0_home.svg	(from https://www.zen.dentist/teeth-whitening-services)
19:47:15	6592/6592	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e98a68753e85b389bcc6145f22989a65%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb7874986250ef0eccab2_dentist-chair.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb7874986250ef0eccab2_dentist-chair.svg	(from https://www.zen.dentist/teeth-whitening-services)
19:47:16	4999/4999	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222dc7c3238af2ea8c1c7420f652ce958f%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb7b45eb17a4f8f6816e3_sensitive.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb7b45eb17a4f8f6816e3_sensitive.svg	(from https://www.zen.dentist/teeth-whitening-services)
19:47:17	4731/4731	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bb76f1a9c1042b4d6f4256c6b91b7b77%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb50c8f7a2c686a113b47_consultation.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb50c8f7a2c686a113b47_consultation.svg	(from https://www.zen.dentist/implants)
19:47:17	3328/3328	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223f74e07aaf9874f03e6656ef9201227d%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb5c4f19b84805684bb12_dental-implant.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb5c4f19b84805684bb12_dental-implant.svg	(from https://www.zen.dentist/implants)
19:47:18	4493/4493	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d791a73a42bada9763f5ae223c1c015e%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb5e4cbad9532fdc71888_reconstruction.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb5e4cbad9532fdc71888_reconstruction.svg	(from https://www.zen.dentist/implants)
19:47:18	229/229	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22477749c27fd30a2710724ed36c86e3ba%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6303b281de79959e5865a412_check-line.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6303b281de79959e5865a412_check-line.svg	(from https://www.zen.dentist/implants)
19:47:18	33138/33138	---M-Z	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202024%2014:17:18%20GMT	https://www.zen.dentist/why-dental-cleaning-are-so-vital	D:/Template/Dentist/Dentist/www.zen.dentist/why-dental-cleaning-are-so-vital.html	(from https://www.zen.dentist/implants)
19:47:19	5742/5742	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ba8df6453cf981fc5e163f4bca68d27a%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb98a23f0b4dd53fbedcf_dental-veneer.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb98a23f0b4dd53fbedcf_dental-veneer.svg	(from https://www.zen.dentist/porcelain-veneers)
19:47:19	2950/2950	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226b259cd027770a708a0057decfadaa57%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb9df1a3d2490851f17b1_dental-veneer%20(1).svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/644bb9df1a3d2490851f17b1_dental-veneer%20(1).svg	(from https://www.zen.dentist/porcelain-veneers)
19:47:19	41286/41286	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224f8f74138525d3eb63d18c9542371c70%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c814e4bcc44155_5f1dd385368ff64af3998d5b_Group%2054.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c814e4bcc44155_5f1dd385368ff64af3998d5b_Group%2054.svg	(from https://www.zen.dentist/patients)
19:47:20	63131/63131	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eca496205cd3fca272464a123b73c1f6%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c8143cfbc44152_5f1dd38837b7ab3efaf7eb12_Group%2076.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c8143cfbc44152_5f1dd38837b7ab3efaf7eb12_Group%2076.svg	(from https://www.zen.dentist/patients)
19:47:20	281652/281652	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228783ebc53a262a95ca29bfc355596484%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c814eb9ac44154_5f1dd388c892d8292f3691dc_Group%2073.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c814eb9ac44154_5f1dd388c892d8292f3691dc_Group%2073.svg	(from https://www.zen.dentist/patients)
19:47:20	180344/180344	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22475f53d63f32e5a8a38473bf7705571b%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c81475aac44153_5f1dd388dd643e0387950eff_Group%2075.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c81475aac44153_5f1dd388dd643e0387950eff_Group%2075.svg	(from https://www.zen.dentist/patients)
19:47:20	52256/52256	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f50bd085c23e59456c9284df21724ce8%22	https://cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c8147eb4c44151_5f1dd407c892d84d0f369354_Group%2077.svg	D:/Template/Dentist/Dentist/cdn.prod.website-files.com/6230bfc886c8142108c44052/6230bfc886c8147eb4c44151_5f1dd407c892d84d0f369354_Group%2077.svg	(from https://www.zen.dentist/patients)
